airline_sentiment,text
positive,believe understand flight originally booked sunday flight cancelled flighted rescheduled today
negative,speak human need find bag delayed website telling different things got hung
neutral,lap infant mons old
positive,thats love jetblue
positive,great job tyr ground crewnow lets get bird outta tell flight wait mebe mikes
negative,company hell consideration customers give hundreds millions dollars per year smh
positive,anna palm springs gate deserves medal handled ppl missing flights like pro
neutral,trying book award travel leaving redeye sunday night midnight book date sunday monday
negative,app needs updating says flight time well past boarding time delay
negative,keeps saying mobile boarding passes unavailable despite checked everything
negative,im vacation last thing want anyone even answering phone
negative,already contacted central baggage amp sent dm charging dress lost suitcase help
neutral,yet notify im new
neutral,party atl terminal letitgo
positive,thank aa always start vacations
negative,stuck tarmac hour half told longer go hotels available land phoenix unacceptable unhappy
negative,sat ramp min missed connection one seems concerned usairways
neutral,follow back dm guys
negative,makes small improvements retains program win keep crappy food change advantage lose
neutral,mind
negative,supposedly theyre delivery ill believe see
negative,fampking joke customer service woeful staff tell passenger something
neutral,grandma ellas would love birthday greeting flight crew stewardess eastern airlines
negative,making great first impression first flight minutes boarding gate agent still cant assign seat
positive,thanks seating next hot athletes flight significantly better
negative,hey folks hide luggage cancelled flight flight angry people luggage
negative,told jfk hour delay reason delay cant hard notify hours notice
positive,deicing important
negative,weve flight sitting tarmac dca waiting gate use another gate
neutral,kids aged need fly aa internally within usa thanks confirming
negative,one met flight lax tell passengers go flights rebooked badmgmt americanairlines
negative,guy really customer service cluecould spent effort clearing bins rollerboards instead art projects mine
neutral,flights lead vegas baby
negative,guys suck delay flights cant hold connectors minutes worstairlineever
neutral,done
positive,ohk thank bc inexpensive airfares southwest travel around
negative,wifi plane gotta pay help broke homegirl out✈️
negative,emailed customer care via website form long wait rachelle resolved issue im still irritated united
negative,rt fleets fleek
negative,pre boarding process work basically anyone doesnt want wait turn get slip
negative,stuck gate miami jfk flight going get tonight frustrating
negative,hate evolved seating knees seat pocket
neutral,deice taxing maybe makestoomuchsense shouldhaveflowndelta unitedsucks
negative,weather seriously cannot even excuse point awful service summer
negative,guys cancelled flightled two flights yesterday checked bag huntsville went missing philly
negative,hello question many balloons think take life one planes
negative,yes please newly married trying update last name preexisting international flight seems easy
neutral,um wut fleets fleek
negative,whats done done much point trip already
negative,board flight cancelled flight doesnt pilot miss meeting atlanta someone slept
